doc_id	table_index	rows	cols	p-value	metadata
23966204	2	28	7	3.22E-06  	['504 subjects OTS corrected', 'P', '-value']
23966204	2	16	9	3.09E-01  	['104 subjects', 'P', '-value']
23966204	2	7	9	2.22E-01  	['104 subjects', 'P', '-value']
23966204	2	2	15	1.71E-04  	['Meta-analyzed OTS corrected', 'P', '-value']
23966204	2	21	5	5.89E-05  	['504 subjects', 'P', '-value']
23966204	2	14	5	5.61E-01  	['504 subjects', 'P', '-value']
23966204	2	27	11	3.13E-01  	['104 subjects OTS corrected', 'P', '-value']
23966204	2	12	15	2.26E-03  	['Meta-analyzed OTS corrected', 'P', '-value']
23966204	2	19	15	3.69E-06  	['Meta-analyzed OTS corrected', 'P', '-value']
23966204	2	22	15	8.72E-07  	['Meta-analyzed OTS corrected', 'P', '-value']
23966204	2	6	9	2.79E-01  	['104 subjects', 'P', '-value']
23966204	2	25	15	5.02E-04  	['Meta-analyzed OTS corrected', 'P', '-value']
23966204	2	20	11	2.08E-01  	['104 subjects OTS corrected', 'P', '-value']
23966204	2	21	15	1.14E-06  	['Meta-analyzed OTS corrected', 'P', '-value']
23966204	2	20	5	9.80E-03  	['504 subjects', 'P', '-value']
23966204	2	25	5	7.13E-03  	['504 subjects', 'P', '-value']
23966204	2	28	5	1.95E-05  	['504 subjects', 'P', '-value']
23966204	2	24	13	1.51E-02  	['Meta-analyzed', 'P', '-value']
23966204	2	11	11	2.78E-01  	['104 subjects OTS corrected', 'P', '-value']
23966204	2	6	13	2.30E-01  	['Meta-analyzed', 'P', '-value']
23966204	2	4	5	5.61E-01  	['504 subjects', 'P', '-value']
23966204	2	18	7	3.99E-02  	['504 subjects OTS corrected', 'P', '-value']
23966204	2	8	11	6.32E-01  	['104 subjects OTS corrected', 'P', '-value']
23966204	2	24	9	7.79E-01  	['104 subjects', 'P', '-value']
23966204	2	9	5	9.32E-01  	['504 subjects', 'P', '-value']
23966204	2	2	13	2.17E-03  	['Meta-analyzed', 'P', '-value']
23966204	2	22	5	2.70E-05  	['504 subjects', 'P', '-value']
23966204	2	9	13	8.00E-01  	['Meta-analyzed', 'P', '-value']
23966204	2	10	11	4.50E-01  	['104 subjects OTS corrected', 'P', '-value']
23966204	2	4	7	1.01E-01  	['504 subjects OTS corrected', 'P', '-value']
23966204	2	5	11	6.07E-01  	['104 subjects OTS corrected', 'P', '-value']
23966204	2	25	9	6.23E-01  	['104 subjects', 'P', '-value']
23966204	2	9	7	8.71E-01  	['504 subjects OTS corrected', 'P', '-value']
23966204	2	23	5	2.66E-05  	['504 subjects', 'P', '-value']
23966204	2	10	13	2.73E-02  	['Meta-analyzed', 'P', '-value']
23966204	2	4	9	2.41E-01  	['104 subjects', 'P', '-value']
23966204	2	20	15	6.05E-03  	['Meta-analyzed OTS corrected', 'P', '-value']
23966204	2	24	11	5.00E-01  	['104 subjects OTS corrected', 'P', '-value']
23966204	2	5	5	5.90E-01  	['504 subjects', 'P', '-value']
23966204	2	9	9	6.82E-01  	['104 subjects', 'P', '-value']
23966204	2	19	11	5.32E-01  	['104 subjects OTS corrected', 'P', '-value']
23966204	2	24	5	1.64E-02  	['504 subjects', 'P', '-value']
23966204	2	10	15	3.08E-03  	['Meta-analyzed OTS corrected', 'P', '-value']
23966204	2	3	7	1.11E-01  	['504 subjects OTS corrected', 'P', '-value']
23966204	2	7	15	4.05E-02  	['Meta-analyzed OTS corrected', 'P', '-value']
23966204	2	4	11	5.05E-01  	['104 subjects OTS corrected', 'P', '-value']
23966204	2	26	11	4.70E-02  	['104 subjects OTS corrected', 'P', '-value']
23966204	2	12	9	6.80E-01  	['104 subjects', 'P', '-value']
23966204	2	23	7	1.62E-06  	['504 subjects OTS corrected', 'P', '-value']
23966204	2	9	11	3.29E-01  	['104 subjects OTS corrected', 'P', '-value']
23966204	2	11	9	1.36E-01  	['104 subjects', 'P', '-value']
23966204	2	5	9	3.66E-01  	['104 subjects', 'P', '-value']
23966204	2	6	15	6.09E-02  	['Meta-analyzed OTS corrected', 'P', '-value']
23966204	2	4	13	2.18E-01  	['Meta-analyzed', 'P', '-value']
23966204	2	4	15	5.77E-02  	['Meta-analyzed OTS corrected', 'P', '-value']
23966204	2	3	9	5.76E-01  	['104 subjects', 'P', '-value']
23966204	2	17	5	5.90E-01  	['504 subjects', 'P', '-value']
23966204	2	23	9	8.18E-01  	['104 subjects', 'P', '-value']
23966204	2	28	15	7.29E-07  	['Meta-analyzed OTS corrected', 'P', '-value']
23966204	2	7	5	5.64E-01  	['504 subjects', 'P', '-value']
23966204	2	21	9	3.77E-01  	['104 subjects', 'P', '-value']
23966204	2	26	5	4.18E-07  	['504 subjects', 'P', '-value']
23966204	2	22	7	3.56E-06  	['504 subjects OTS corrected', 'P', '-value']
23966204	2	27	5	9.76E-06  	['504 subjects', 'P', '-value']
23966204	2	3	11	2.00E-01  	['104 subjects OTS corrected', 'P', '-value']
23966204	2	16	13	2.53E-01  	['Meta-analyzed', 'P', '-value']
23966204	2	24	15	8.45E-03  	['Meta-analyzed OTS corrected', 'P', '-value']
23966204	2	23	11	7.75E-01  	['104 subjects OTS corrected', 'P', '-value']
23966204	2	9	15	8.06E-01  	['Meta-analyzed OTS corrected', 'P', '-value']
23966204	2	26	13	2.68E-08  	['Meta-analyzed', 'P', '-value']
23966204	2	22	9	4.12E-01  	['104 subjects', 'P', '-value']
23966204	2	16	5	6.34E-01  	['504 subjects', 'P', '-value']
23966204	2	3	13	2.38E-01  	['Meta-analyzed', 'P', '-value']
23966204	2	18	9	2.47E-01  	['104 subjects', 'P', '-value']
23966204	2	23	13	4.32E-05  	['Meta-analyzed', 'P', '-value']
23966204	2	8	13	2.33E-01  	['Meta-analyzed', 'P', '-value']
23966204	2	27	13	1.78E-05  	['Meta-analyzed', 'P', '-value']
23966204	2	17	7	1.07E-01  	['504 subjects OTS corrected', 'P', '-value']
23966204	2	12	7	1.40E-03  	['504 subjects OTS corrected', 'P', '-value']
23966204	2	6	5	5.90E-01  	['504 subjects', 'P', '-value']
23966204	2	3	15	6.28E-02  	['Meta-analyzed OTS corrected', 'P', '-value']
23966204	2	21	7	4.81E-06  	['504 subjects OTS corrected', 'P', '-value']
23966204	2	5	13	2.30E-01  	['Meta-analyzed', 'P', '-value']
23966204	2	12	5	1.42E-02  	['504 subjects', 'P', '-value']
23966204	2	23	15	7.15E-07  	['Meta-analyzed OTS corrected', 'P', '-value']
23966204	2	8	15	5.93E-02  	['Meta-analyzed OTS corrected', 'P', '-value']
23966204	2	11	7	3.16E-05  	['504 subjects OTS corrected', 'P', '-value']
23966204	2	3	5	6.08E-01  	['504 subjects', 'P', '-value']
23966204	2	21	11	9.00E-02  	['104 subjects OTS corrected', 'P', '-value']
23966204	2	16	11	6.18E-01  	['104 subjects OTS corrected', 'P', '-value']
23966204	2	26	9	6.70E-02  	['104 subjects', 'P', '-value']
23966204	2	7	13	2.18E-01  	['Meta-analyzed', 'P', '-value']
23966204	2	17	13	2.30E-01  	['Meta-analyzed', 'P', '-value']
23966204	2	11	15	1.16E-05  	['Meta-analyzed OTS corrected', 'P', '-value']
23966204	2	25	7	2.30E-04  	['504 subjects OTS corrected', 'P', '-value']
23966204	2	22	13	4.89E-05  	['Meta-analyzed', 'P', '-value']
23966867	2	20	16	6.9E-05   	['Combined', 'P', '2GC', '4']
23966867	4	9	17	6.0E-05   	['P', '2GC', '7']
23966867	4	12	17	7.4E-03   	['P', '2GC', '7']
23966867	5	3	7	8.5E-01   	['HDL-C (n = 7813)', 'P-val']
23966867	2	17	15	2.2E-05   	['Combined', 'P-val']
23966867	2	6	15	3.8E-07   	['Combined', 'P-val']
23966867	2	19	15	3.3E-05   	['Combined', 'P-val']
23966867	5	9	13	6.0E-01   	['Glucose (n = 5984)', 'P-val']
23966867	3	6	8	1.6E-02   	['Index SNP', 'Results', 'AA samples', 'P-val']
23966867	2	6	16	7.7E-07   	['Combined', 'P', '2GC', '4']
23966867	4	18	8	8.1E-04   	['P', '4']
23966867	2	12	9	4.0E-08   	['Stage 1', 'P-val']
23966867	5	11	7	2.7E-01   	['HDL-C (n = 7813)', 'P-val']
23966867	5	10	13	2.1E-01   	['Glucose (n = 5984)', 'P-val']
23966867	2	21	15	9.4E-05   	['Combined', 'P-val']
23966867	2	24	12	8.7E-01   	['Stage 2', 'P-val', '3']
23966867	5	6	17	2.9E-01   	['Height (n = 20427)', 'P-val']
23966867	4	9	4	5.8E-04   	['Best SNP results in AA sample', 'P-val']
23966867	2	21	16	1.4E-04   	['Combined', 'P', '2GC', '4']
23966867	4	6	4	3.9E-05   	['Best SNP results in AA sample', 'P-val']
23966867	5	7	13	1.8E-01   	['Glucose (n = 5984)', 'P-val']
23966867	2	3	12	4.5E-02   	['Stage 2', 'P-val', '3']
23966867	4	7	17	1.8E-06   	['P', '2GC', '7']
23966867	5	11	17	8.5E-01   	['Height (n = 20427)', 'P-val']
23966867	3	7	8	6.0E-04   	['Index SNP', 'Results', 'AA samples', 'P-val']
23966867	3	15	8	1.4E-01   	['Index SNP', 'Results', 'AA samples', 'P-val']
23966867	3	4	8	3.3E-03   	['Index SNP', 'Results', 'AA samples', 'P-val']
23966867	4	6	8	5.3E-04   	['P', '4']
23966867	5	3	11	8.5E-01   	['TG (n = 7717)', 'P-val']
23966867	5	8	5	6.0E-01   	['BMI (n = 39137)', 'P-val', 'SNPs from genome-wide association Analysis']
23966867	5	4	9	1.1E-01   	['LDL-C (n = 7565)', 'P-val']
23966867	2	12	15	4.6E-06   	['Combined', 'P-val']
23966867	2	11	16	6.2E-06   	['Combined', 'P', '2GC', '4']
23966867	2	12	16	7.9E-06   	['Combined', 'P', '2GC', '4']
23966867	2	7	12	2.2E-01   	['Stage 2', 'P-val', '3']
23966867	4	4	4	1.8E-04   	['Best SNP results in AA sample', 'P-val']
23966867	4	5	17	1.4E-04   	['P', '2GC', '7']
23966867	2	9	16	4.8E-06   	['Combined', 'P', '2GC', '4']
23966867	5	4	11	1.8E-01   	['TG (n = 7717)', 'P-val']
23966867	4	9	13	1.3E-02   	['P-val', '6']
23966867	4	17	8	8.9E-04   	['P', '4']
23966867	2	7	9	3.9E-08   	['Stage 1', 'P-val']
23966867	2	20	9	1.7E-06   	['Stage 1', 'P-val']
23966867	5	9	15	6.8E-01   	['Insulin (n = 5969)', 'P-val']
23966867	2	26	9	3.7E-06   	['Stage 1', 'P-val']
23966867	4	12	13	2.5E-01   	['P-val', '6']
23966867	4	13	8	6.8E-04   	['P', '4']
23966867	5	6	5	2.1E-01   	['BMI (n = 39137)', 'P-val', 'SNPs from genome-wide association Analysis']
23966867	5	9	17	2.8E-01   	['Height (n = 20427)', 'P-val']
23966867	4	11	8	9.8E-04   	['P', '4']
23966867	4	11	4	2.0E-03   	['Best SNP results in AA sample', 'P-val']
23966867	3	17	8	5.4E-01   	['Index SNP', 'Results', 'AA samples', 'P-val']
23966867	2	25	9	8.9E-07   	['Stage 1', 'P-val']
23966867	4	5	8	1.2E-03   	['P', '4']
23966867	5	6	13	8.1E-01   	['Glucose (n = 5984)', 'P-val']
23966867	2	22	9	1.8E-07   	['Stage 1', 'P-val']
23966867	5	4	7	9.3E-01   	['HDL-C (n = 7813)', 'P-val']
23966867	2	20	12	3.9E-01   	['Stage 2', 'P-val', '3']
23966867	5	10	9	3.4E-01   	['LDL-C (n = 7565)', 'P-val']
23966867	2	6	12	4.1E-02   	['Stage 2', 'P-val', '3']
23966867	5	3	9	3.9E-01   	['LDL-C (n = 7565)', 'P-val']
23966867	3	18	8	5.5E-02   	['Index SNP', 'Results', 'AA samples', 'P-val']
23966867	4	7	13	1.1E-01   	['P-val', '6']
23966867	4	16	4	1.2E-02   	['Best SNP results in AA sample', 'P-val']
23966867	2	22	12	9.3E-01   	['Stage 2', 'P-val', '3']
23966867	4	9	16	4.1E-05   	['Combined', 'P-val']
23966867	2	20	15	4.8E-05   	['Combined', 'P-val']
23966867	5	7	5	9.0E-02   	['BMI (n = 39137)', 'P-val', 'SNPs from genome-wide association Analysis']
23966867	2	7	16	1.3E-06   	['Combined', 'P', '2GC', '4']
23966867	5	8	15	2.2E-03   	['Insulin (n = 5969)', 'P-val']
23966867	2	13	9	4.5E-07   	['Stage 1', 'P-val']
23966867	4	4	8	1.5E-03   	['P', '4']
23966867	3	8	8	6.7E-04   	['Index SNP', 'Results', 'AA samples', 'P-val']
23966867	4	12	4	5.3E-03   	['Best SNP results in AA sample', 'P-val']
23966867	5	4	17	2.7E-01   	['Height (n = 20427)', 'P-val']
23966867	4	6	17	5.9E-05   	['P', '2GC', '7']
23966867	5	11	9	3.9E-01   	['LDL-C (n = 7565)', 'P-val']
23966867	5	10	5	2.8E-03   	['BMI (n = 39137)', 'P-val', 'SNPs from genome-wide association Analysis']
23966867	2	22	15	1.3E-04   	['Combined', 'P-val']
23966867	2	2	9	5.5E-08   	['Stage 1', 'P-val']
23966867	5	9	7	6.2E-01   	['HDL-C (n = 7813)', 'P-val']
23966867	2	22	16	1.8E-04   	['Combined', 'P', '2GC', '4']
23966867	5	8	11	2.8E-01   	['TG (n = 7717)', 'P-val']
23966867	4	15	8	1.1E-03   	['P', '4']
23966867	2	13	12	3.6E-01   	['Stage 2', 'P-val', '3']
23966867	5	9	9	9.6E-01   	['LDL-C (n = 7565)', 'P-val']
23966867	4	19	8	1.1E-03   	['P', '4']
23966867	2	3	15	2.5E-08   	['Combined', 'P-val']
23966867	2	19	16	5.4E-05   	['Combined', 'P', '2GC', '4']
23966867	4	7	16	1.0E-06   	['Combined', 'P-val']
23966867	4	13	16	5.1E-03   	['Combined', 'P-val']
23966867	3	19	8	8.5E-02   	['Index SNP', 'Results', 'AA samples', 'P-val']
23966867	2	13	15	6.2E-06   	['Combined', 'P-val']
23966867	5	9	11	1.7E-01   	['TG (n = 7717)', 'P-val']
23966867	5	3	17	2.3E-02   	['Height (n = 20427)', 'P-val']
23966867	2	13	16	1.0E-05   	['Combined', 'P', '2GC', '4']
23966867	4	6	13	1.2E-01   	['P-val', '6']
23966867	4	8	8	2.1E-03   	['P', '4']
23966867	2	2	15	2.2E-08   	['Combined', 'P-val']
23966867	4	4	16	6.8E-05   	['Combined', 'P-val']
23966867	5	6	9	1.2E-01   	['LDL-C (n = 7565)', 'P-val']
23966867	5	3	5	2.1E-03   	['BMI (n = 39137)', 'P-val', 'SNPs from genome-wide association Analysis']
23966867	2	2	16	6.5E-08   	['Combined', 'P', '2GC', '4']
23966867	5	11	11	7.2E-01   	['TG (n = 7717)', 'P-val']
23966867	2	8	9	3.8E-08   	['Stage 1', 'P-val']
23966867	3	5	8	8.5E-05   	['Index SNP', 'Results', 'AA samples', 'P-val']
23966867	2	21	9	8.2E-07   	['Stage 1', 'P-val']
23966867	5	10	15	3.7E-01   	['Insulin (n = 5969)', 'P-val']
23966867	2	23	12	8.8E-01   	['Stage 2', 'P-val', '3']
23966867	5	3	15	8.9E-02   	['Insulin (n = 5969)', 'P-val']
23966867	2	26	16	4.2E-03   	['Combined', 'P', '2GC', '4']
23966867	5	7	15	7.9E-03   	['Insulin (n = 5969)', 'P-val']
23966867	2	4	16	2.7E-07   	['Combined', 'P', '2GC', '4']
23966867	2	10	9	1.9E-07   	['Stage 1', 'P-val']
23966867	2	25	16	3.7E-03   	['Combined', 'P', '2GC', '4']
23966867	2	23	9	4.3E-07   	['Stage 1', 'P-val']
23966867	4	11	17	6.0E-03   	['P', '2GC', '7']
23966867	4	6	16	3.8E-05   	['Combined', 'P-val']
23966867	5	8	7	8.6E-04   	['HDL-C (n = 7813)', 'P-val']
23966867	5	6	7	3.1E-01   	['HDL-C (n = 7813)', 'P-val']
23966867	4	15	4	4.4E-03   	['Best SNP results in AA sample', 'P-val']
23966867	3	9	8	6.4E-01   	['Index SNP', 'Results', 'AA samples', 'P-val']
23966867	4	12	16	6.0E-03   	['Combined', 'P-val']
23966867	4	4	17	1.1E-04   	['P', '2GC', '7']
23966867	2	10	12	2.6E-01   	['Stage 2', 'P-val', '3']
23966867	4	7	4	6.3E-07   	['Best SNP results in AA sample', 'P-val']
23966867	2	8	15	1.2E-06   	['Combined', 'P-val']
23966867	3	16	8	4.3E-01   	['Index SNP', 'Results', 'AA samples', 'P-val']
23966867	2	8	16	2.1E-06   	['Combined', 'P', '2GC', '4']
23966867	2	14	9	9.6E-07   	['Stage 1', 'P-val']
23966867	4	13	4	3.1E-04   	['Best SNP results in AA sample', 'P-val']
23966867	4	5	4	4.7E-05   	['Best SNP results in AA sample', 'P-val']
23966867	2	10	15	3.8E-06   	['Combined', 'P-val']
23966867	2	23	15	6.1E-04   	['Combined', 'P-val']
23966867	2	26	12	9.4E-01   	['Stage 2', 'P-val', '3']
23966867	2	3	9	5.3E-08   	['Stage 1', 'P-val']
23966867	2	16	9	7.9E-07   	['Stage 1', 'P-val']
23966867	4	18	4	4.6E-03   	['Best SNP results in AA sample', 'P-val']
23966867	2	14	12	3.5E-01   	['Stage 2', 'P-val', '3']
23966867	2	25	12	9.9E-01   	['Stage 2', 'P-val', '3']
23966867	4	13	17	6.3E-03   	['P', '2GC', '7']
23966867	2	25	15	2.6E-03   	['Combined', 'P-val']
23966867	4	11	16	4.9E-03   	['Combined', 'P-val']
23966867	5	11	5	9.7E-01   	['BMI (n = 39137)', 'P-val', 'SNPs from genome-wide association Analysis']
23966867	2	5	9	2.9E-07   	['Stage 1', 'P-val']
23966867	2	16	16	2.6E-05   	['Combined', 'P', '2GC', '4']
23966867	5	10	11	1.5E-01   	['TG (n = 7717)', 'P-val']
23966867	2	18	9	9.1E-07   	['Stage 1', 'P-val']
23966867	2	16	12	4.7E-01   	['Stage 2', 'P-val', '3']
23966867	2	18	16	4.5E-05   	['Combined', 'P', '2GC', '4']
23966867	2	2	12	3.2E-02   	['Stage 2', 'P-val', '3']
23966867	2	14	15	9.7E-06   	['Combined', 'P-val']
23966867	5	7	11	1.4E-02   	['TG (n = 7717)', 'P-val']
23966867	2	4	12	2.5E-02   	['Stage 2', 'P-val', '3']
23966867	4	12	8	2.9E-03   	['P', '4']
23966867	5	11	15	3.3E-01   	['Insulin (n = 5969)', 'P-val']
23966867	2	14	16	1.5E-05   	['Combined', 'P', '2GC', '4']
23966867	2	17	16	4.2E-05   	['Combined', 'P', '2GC', '4']
23966867	4	11	13	3.7E-01   	['P-val', '6']
23966867	2	5	12	4.6E-02   	['Stage 2', 'P-val', '3']
23966867	2	18	12	1.9E-01   	['Stage 2', 'P-val', '3']
23966867	2	8	12	2.6E-01   	['Stage 2', 'P-val', '3']
23966867	5	7	17	7.9E-01   	['Height (n = 20427)', 'P-val']
23966867	2	16	15	1.7E-05   	['Combined', 'P-val']
23966867	2	3	16	5.7E-08   	['Combined', 'P', '2GC', '4']
23966867	2	9	9	1.1E-07   	['Stage 1', 'P-val']
23966867	3	13	8	1.0E-01   	['Index SNP', 'Results', 'AA samples', 'P-val']
23966867	4	16	8	5.4E-04   	['P', '4']
23966867	4	8	13	4.4E-01   	['P-val', '6']
23966867	2	5	15	1.7E-07   	['Combined', 'P-val']
23966867	4	8	17	1.1E-03   	['P', '2GC', '7']
23966867	2	18	15	3.0E-05   	['Combined', 'P-val']
23966867	4	7	8	3.8E-04   	['P', '4']
23966867	2	5	16	4.9E-07   	['Combined', 'P', '2GC', '4']
23966867	5	8	17	9.2E-01   	['Height (n = 20427)', 'P-val']
23966867	2	11	9	7.4E-07   	['Stage 1', 'P-val']
23966867	2	9	12	7.1E-01   	['Stage 2', 'P-val', '3']
23966867	2	24	9	9.4E-07   	['Stage 1', 'P-val']
23966867	4	13	13	2.6E-01   	['P-val', '6']
23966867	4	5	13	2.0E-01   	['P-val', '6']
23966867	3	12	8	8.8E-01   	['Index SNP', 'Results', 'AA samples', 'P-val']
23966867	2	10	16	6.3E-06   	['Combined', 'P', '2GC', '4']
23966867	2	11	12	6.7E-01   	['Stage 2', 'P-val', '3']
23966867	2	9	15	3.2E-06   	['Combined', 'P-val']
23966867	5	7	7	1.4E-02   	['HDL-C (n = 7813)', 'P-val']
23966867	4	4	13	6.4E-02   	['P-val', '6']
23966867	5	4	5	1.6E-01   	['BMI (n = 39137)', 'P-val', 'SNPs from genome-wide association Analysis']
23966867	4	8	4	1.1E-04   	['Best SNP results in AA sample', 'P-val']
23966867	2	7	15	8.8E-07   	['Combined', 'P-val']
23966867	5	10	7	3.8E-01   	['HDL-C (n = 7813)', 'P-val']
23966867	2	15	9	3.2E-07   	['Stage 1', 'P-val']
23966867	5	6	15	5.3E-01   	['Insulin (n = 5969)', 'P-val']
23966867	4	8	16	8.1E-04   	['Combined', 'P-val']
23966867	2	23	16	8.9E-04   	['Combined', 'P', '2GC', '4']
23966867	2	11	15	4.0E-06   	['Combined', 'P-val']
23966867	5	4	13	5.0E-01   	['Glucose (n = 5984)', 'P-val']
23966867	2	24	15	1.4E-03   	['Combined', 'P-val']
23966867	5	4	15	2.6E-01   	['Insulin (n = 5969)', 'P-val']
23966867	2	4	9	3.5E-07   	['Stage 1', 'P-val']
23966867	5	10	17	2.6E-01   	['Height (n = 20427)', 'P-val']
23966867	4	17	4	2.1E-03   	['Best SNP results in AA sample', 'P-val']
23966867	4	19	4	1.6E-02   	['Best SNP results in AA sample', 'P-val']
23966867	2	17	9	4.8E-07   	['Stage 1', 'P-val']
23966867	4	9	8	5.7E-04   	['P', '4']
23966867	2	15	12	5.0E-01   	['Stage 2', 'P-val', '3']
23966867	5	8	13	2.3E-01   	['Glucose (n = 5984)', 'P-val']
23966867	5	6	11	4.0E-01   	['TG (n = 7717)', 'P-val']
23966867	3	11	8	1.4E-01   	['Index SNP', 'Results', 'AA samples', 'P-val']
23966867	5	8	9	9.5E-01   	['LDL-C (n = 7565)', 'P-val']
23966867	2	26	15	3.4E-03   	['Combined', 'P-val']
23966867	2	12	12	3.6E-01   	['Stage 2', 'P-val', '3']
23966867	2	6	9	1.3E-06   	['Stage 1', 'P-val']
23966867	2	19	9	2.8E-07   	['Stage 1', 'P-val']
23966867	2	21	12	7.5E-01   	['Stage 2', 'P-val', '3']
23966867	5	7	9	9.4E-01   	['LDL-C (n = 7565)', 'P-val']
23966867	2	17	12	5.3E-01   	['Stage 2', 'P-val', '3']
23966867	5	9	5	3.5E-01   	['BMI (n = 39137)', 'P-val', 'SNPs from genome-wide association Analysis']
23966867	2	24	16	1.8E-03   	['Combined', 'P', '2GC', '4']
23966867	2	15	15	1.2E-05   	['Combined', 'P-val']
23966867	5	3	13	9.4E-01   	['Glucose (n = 5984)', 'P-val']
23966867	2	15	16	2.7E-05   	['Combined', 'P', '2GC', '4']
23966867	2	19	12	6.7E-01   	['Stage 2', 'P-val', '3']
23966867	4	5	16	9.5E-05   	['Combined', 'P-val']
23966867	2	4	15	1.4E-07   	['Combined', 'P-val']
23979607	2	2	6	1.28e-06  	['p-value']
23979607	2	5	6	8.22e-07  	['p-value']
23979607	3	4	4	3.61e-07  	['meta-analysis', 'NTR/NESDA/ERF', 'p-value']
23979607	2	4	6	1.24e-06  	['p-value']
23979607	3	6	4	7.41e-07  	['meta-analysis', 'NTR/NESDA/ERF', 'p-value']
23979607	3	2	4	9.36e-07  	['meta-analysis', 'NTR/NESDA/ERF', 'p-value']
23979607	2	7	6	3.28e-06  	['p-value']
23979607	2	1	6	2.29e-06  	['p-value']
23979607	1	5	2	1e-07     	['AI', 'NTR/NESDA N=3951', '0.427']
23979607	3	7	4	1.27e-06  	['meta-analysis', 'NTR/NESDA/ERF', 'p-value']
23979607	3	5	4	4.10e-07  	['meta-analysis', 'NTR/NESDA/ERF', 'p-value']
23979607	2	6	6	1.40e-06  	['p-value']
23979607	3	3	4	5.03e-07  	['meta-analysis', 'NTR/NESDA/ERF', 'p-value']
23979607	2	3	6	8.55e-07  	['p-value']
23979607	3	8	4	2.85e-06  	['meta-analysis', 'NTR/NESDA/ERF', 'p-value']
23984888	3	9	6	2.23E-05  	['Fisher combined P-value']
23984888	2	12	8	9.4E-06   	['P-value']
23984888	3	4	6	2.97E-06  	['Fisher combined P-value']
23984888	2	4	8	3.8E-06   	['P-value']
23984888	3	15	6	7.58E-05  	['Fisher combined P-value']
23984888	2	2	8	2.5E-06   	['P-value']
23984888	3	12	6	2.27E-05  	['Fisher combined P-value']
23984888	3	3	1	2.6E-06   	['SHARP', 'P-value']
23984888	2	8	8	8.0E-06   	['P-value']
23984888	3	3	6	2.75E-06  	['Fisher combined P-value']
23984888	3	2	1	2.5E-06   	['SHARP', 'P-value']
23984888	3	8	6	2.21E-05  	['Fisher combined P-value']
23984888	3	5	1	9.0E-06   	['SHARP', 'P-value']
23984888	3	15	1	7.1E-06   	['SHARP', 'P-value']
23984888	3	10	1	9.5E-06   	['SHARP', 'P-value']
23984888	3	7	6	1.30E-05  	['Fisher combined P-value']
23984888	3	14	1	6.0E-06   	['SHARP', 'P-value']
23984888	2	1	8	7.2E-07   	['P-value']
23984888	3	16	1	4.9E-06   	['SHARP', 'P-value']
23984888	2	16	8	9.8E-06   	['P-value']
23984888	3	9	1	9.4E-06   	['SHARP', 'P-value']
23984888	3	8	1	9.3E-06   	['SHARP', 'P-value']
23984888	3	17	1	8.0E-06   	['SHARP', 'P-value']
23984888	3	12	1	9.7E-06   	['SHARP', 'P-value']
23984888	3	2	6	2.14E-06  	['Fisher combined P-value']
23984888	3	7	1	7.2E-07   	['SHARP', 'P-value']
23984888	2	15	8	9.7E-06   	['P-value']
23984888	3	16	6	2.60E-04  	['Fisher combined P-value']
23984888	2	13	8	9.5E-06   	['P-value']
23984888	3	6	6	1.15E-05  	['Fisher combined P-value']
23984888	2	14	8	9.6E-06   	['P-value']
23984888	3	11	6	2.25E-05  	['Fisher combined P-value']
23984888	3	4	1	3.8E-06   	['SHARP', 'P-value']
23984888	2	6	8	6.0E-06   	['P-value']
23984888	2	3	8	2.6E-06   	['P-value']
23984888	3	11	1	9.3E-06   	['SHARP', 'P-value']
23984888	3	5	6	8.62E-06  	['Fisher combined P-value']
23984888	2	7	8	7.1E-06   	['P-value']
23984888	3	10	6	2.24E-05  	['Fisher combined P-value']
23984888	3	14	6	6.73E-05  	['Fisher combined P-value']
23984888	2	11	8	9.3E-06   	['P-value']
23984888	2	10	8	9.3E-06   	['P-value']
23984888	3	6	1	9.8E-06   	['SHARP', 'P-value']
23984888	3	13	1	9.6E-06   	['SHARP', 'P-value']
23984888	2	5	8	4.9E-06   	['P-value']
23984888	3	13	6	2.27E-05  	['Fisher combined P-value']
23984888	2	9	8	9.0E-06   	['P-value']
24009623	1	5	3	2.48E-05  	['A. mRNA Exp vs. AUC (Panel 1)', 'Rapamycin', 'P']
24009623	1	12	3	1.04E-04  	['A. mRNA Exp vs. AUC (Panel 1)', 'Rapamycin', 'P']
24009623	1	4	3	1.95E-05  	['A. mRNA Exp vs. AUC (Panel 1)', 'Rapamycin', 'P']
24009623	3	6	8	5.26E-05  	['C. Integrated analysis (Panel 3)', 'SNP vs. EXP']
24009623	1	9	3	6.79E-05  	['A. mRNA Exp vs. AUC (Panel 1)', 'Rapamycin', 'P']
24009623	1	10	6	5.48E-06  	['A. mRNA Exp vs. AUC (Panel 1)', 'Everolimus', 'P']
24009623	3	5	8	6.09E-05  	['C. Integrated analysis (Panel 3)', 'SNP vs. EXP']
24009623	1	8	6	2.17E-05  	['A. mRNA Exp vs. AUC (Panel 1)', 'Everolimus', 'P']
24009623	2	5	9	6.30E-05  	['B. SNP vs. AUC (Panel 2)', 'Everolimus', 'P']
24009623	1	7	6	3.86E-06  	['A. mRNA Exp vs. AUC (Panel 1)', 'Everolimus', 'P']
24009623	1	15	3	3.49E-05  	['A. mRNA Exp vs. AUC (Panel 1)', 'Rapamycin', 'P']
24009623	3	7	8	6.37E-05  	['C. Integrated analysis (Panel 3)', 'SNP vs. EXP']
